-1-
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;
15;23;14;14;14;14;14;14;14;14;14;14;14;14;14;14;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;
-11-
15;15;15;15;15;15;14;14;14;15;15;15;15;15;15;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;
-21-
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;
-12-
15;15;15;15;15;15;14;14;14;15;15;15;15;15;15;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;15;15;15;15;15;14;14;14;15;15;15;15;15;15;15;
-32-
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;15;15;15;14;14;14;14;14;14;15;
15;14;14;14;14;14;15;15;15;14;14;14;14;14;14;15;
15;14;14;14;14;14;15;15;15;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;
15;15;15;15;15;15;14;14;14;15;15;15;15;15;15;15;
